f0_,station,f1_,f2_
2020-04-19,MSNBC,50,vaccine
2020-04-19,FOXNEWS,51,vaccine
2020-04-19,KGO,3,vaccine
2020-04-19,CNN,661,vaccine
2020-04-20,FOXNEWS,788,vaccine
2020-04-20,KGO,2,vaccine
2020-04-20,MSNBC,343,vaccine
2020-04-20,BBCNEWS,37,vaccine
2020-04-20,CNN,66,vaccine
2020-04-21,BBCNEWS,2929,vaccine
2020-04-21,CNN,521,vaccine
2020-04-21,KPIX,5,vaccine
2020-04-21,FOXNEWS,86,vaccine
2020-04-21,KNTV,115,vaccine
2020-04-21,MSNBC,469,vaccine
2020-04-22,MSNBC,849,vaccine
2020-04-22,BBCNEWS,2503,vaccine
2020-04-22,KGO,128,vaccine
2020-04-22,CNN,209,vaccine
2020-04-22,FOXNEWS,415,vaccine
2020-04-23,KNTV,58,vaccine
2020-04-23,FOXNEWS,948,vaccine
2020-04-23,BBCNEWS,2273,vaccine
2020-04-23,MSNBC,4265,vaccine
2020-04-23,CNN,4852,vaccine
2020-04-23,KPIX,17,vaccine
2020-04-24,MSNBC,1312,vaccine
2020-04-24,FOXNEWS,998,vaccine
2020-04-24,KNTV,125,vaccine
2020-04-24,KPIX,17,vaccine
2020-04-24,CNN,1164,vaccine
2020-04-24,BBCNEWS,775,vaccine
2020-04-25,FOXNEWS,211,vaccine
2020-04-25,MSNBC,617,vaccine
2020-04-25,BBCNEWS,869,vaccine
2020-04-25,CNN,2216,vaccine
2020-04-26,FOXNEWS,226,vaccine
2020-04-26,BBCNEWS,135,vaccine
2020-04-26,MSNBC,714,vaccine
2020-04-26,CNN,410,vaccine
2020-04-27,MSNBC,641,vaccine
2020-04-27,CNN,864,vaccine
2020-04-27,BBCNEWS,467,vaccine
2020-04-27,FOXNEWS,542,vaccine
2020-04-28,MSNBC,703,vaccine
2020-04-28,BBCNEWS,566,vaccine
2020-04-28,FOXNEWS,348,vaccine
2020-04-28,KGO,69,vaccine
2020-04-28,CNN,2155,vaccine
2020-04-29,KPIX,73,vaccine
2020-04-29,MSNBC,1717,vaccine
2020-04-29,CNN,1991,vaccine
2020-04-29,FOXNEWS,1241,vaccine
2020-04-29,KNTV,96,vaccine
2020-04-30,CNN,2779,vaccine
2020-04-30,FOXNEWS,941,vaccine
2020-04-30,KGO,236,vaccine
2020-04-30,BBCNEWS,364,vaccine
2020-04-30,MSNBC,3395,vaccine
2020-05-01,BBCNEWS,998,vaccine
2020-05-01,KPIX,78,vaccine
2020-05-01,FOXNEWS,1942,vaccine
2020-05-01,MSNBC,1001,vaccine
2020-05-01,CNN,5639,vaccine
2020-05-01,KNTV,66,vaccine
2020-05-02,CNN,3184,vaccine
2020-05-02,BBCNEWS,39,vaccine
2020-05-02,KGO,121,vaccine
2020-05-02,MSNBC,856,vaccine
2020-05-02,FOXNEWS,447,vaccine
2020-05-03,MSNBC,905,vaccine
2020-05-03,BBCNEWS,205,vaccine
2020-05-03,KGO,140,vaccine
2020-05-03,CNN,2815,vaccine
2020-05-03,FOXNEWS,732,vaccine
2020-05-03,KNTV,106,vaccine
2020-05-04,CNN,2501,vaccine
2020-05-04,MSNBC,841,vaccine
2020-05-04,FOXNEWS,1943,vaccine
2020-05-04,KGO,186,vaccine
2020-05-04,BBCNEWS,3794,vaccine
2020-05-05,CNN,6015,vaccine
2020-05-05,MSNBC,3646,vaccine
2020-05-05,KNTV,38,vaccine
2020-05-05,KGO,46,vaccine
2020-05-05,BBCNEWS,365,vaccine
2020-05-05,KPIX,80,vaccine
2020-05-05,FOXNEWS,509,vaccine
2020-05-06,CNN,3798,vaccine
2020-05-06,KPIX,57,vaccine
2020-05-06,KGO,81,vaccine
2020-05-06,BBCNEWS,21,vaccine
2020-05-06,MSNBC,4530,vaccine
2020-05-06,FOXNEWS,586,vaccine
2020-05-06,KNTV,299,vaccine
2020-05-07,CNN,1308,vaccine
2020-05-07,FOXNEWS,150,vaccine
2020-05-07,KNTV,2,vaccine
2020-05-07,KPIX,95,vaccine
2020-05-07,KGO,78,vaccine
2020-05-07,MSNBC,288,vaccine
2020-05-07,BBCNEWS,164,vaccine
2020-05-08,CNN,3391,vaccine
2020-05-08,BBCNEWS,29,vaccine
2020-05-08,MSNBC,334,vaccine
2020-05-08,FOXNEWS,268,vaccine
2020-05-09,CNN,1714,vaccine
2020-05-09,BBCNEWS,182,vaccine
2020-05-09,KNTV,120,vaccine
2020-05-09,MSNBC,1076,vaccine
2020-05-09,FOXNEWS,172,vaccine
2020-05-09,KPIX,1,vaccine
2020-05-10,BBCNEWS,2,vaccine
2020-05-10,MSNBC,503,vaccine
2020-05-10,CNN,1167,vaccine
2020-05-10,FOXNEWS,153,vaccine
2020-05-11,BBCNEWS,97,vaccine
2020-05-11,FOXNEWS,195,vaccine
2020-05-11,MSNBC,251,vaccine
2020-05-11,CNN,979,vaccine
2020-05-12,MSNBC,2473,vaccine
2020-05-12,KPIX,40,vaccine
2020-05-12,FOXNEWS,2353,vaccine
2020-05-12,CNN,3202,vaccine
2020-05-12,KGO,40,vaccine
2020-05-12,BBCNEWS,165,vaccine
2020-05-13,FOXNEWS,1269,vaccine
2020-05-13,BBCNEWS,138,vaccine
2020-05-13,KNTV,143,vaccine
2020-05-13,MSNBC,1898,vaccine
2020-05-13,KPIX,85,vaccine
2020-05-13,CNN,2420,vaccine
2020-05-14,MSNBC,5452,vaccine
2020-05-14,FOXNEWS,2742,vaccine
2020-05-14,BBCNEWS,914,vaccine
2020-05-14,KNTV,115,vaccine
2020-05-14,KPIX,17,vaccine
2020-05-14,CNN,8363,vaccine
2020-05-15,FOXNEWS,10546,vaccine
2020-05-15,KNTV,138,vaccine
2020-05-15,CNN,14721,vaccine
2020-05-15,KGO,171,vaccine
2020-05-15,KPIX,2,vaccine
2020-05-15,BBCNEWS,1158,vaccine
2020-05-15,MSNBC,8920,vaccine
2020-05-16,FOXNEWS,1166,vaccine
2020-05-16,KPIX,148,vaccine
2020-05-16,BBCNEWS,486,vaccine
2020-05-16,MSNBC,5073,vaccine
2020-05-16,CNN,6461,vaccine
2020-05-16,KNTV,83,vaccine
2020-05-17,BBCNEWS,5595,vaccine
2020-05-17,FOXNEWS,700,vaccine
2020-05-17,MSNBC,2024,vaccine
2020-05-17,CNN,2987,vaccine
2020-05-17,KPIX,32,vaccine
2020-05-18,KGO,135,vaccine
2020-05-18,MSNBC,2637,vaccine
2020-05-18,KPIX,95,vaccine
2020-05-18,FOXNEWS,2073,vaccine
2020-05-18,KNTV,4,vaccine
2020-05-18,CNN,5055,vaccine
2020-05-18,BBCNEWS,2097,vaccine
2020-05-19,KGO,64,vaccine
2020-05-19,KPIX,103,vaccine
2020-05-19,FOXNEWS,1880,vaccine
2020-05-19,MSNBC,2182,vaccine
2020-05-19,KNTV,135,vaccine
2020-05-19,CNN,2301,vaccine
2020-05-20,FOXNEWS,461,vaccine
2020-05-20,KPIX,5,vaccine
2020-05-20,CNN,1974,vaccine
2020-05-20,MSNBC,1010,vaccine
2020-05-20,BBCNEWS,40,vaccine
2020-05-21,MSNBC,1775,vaccine
2020-05-21,KNTV,4,vaccine
2020-05-21,BBCNEWS,221,vaccine
2020-05-21,FOXNEWS,1200,vaccine
2020-05-21,KPIX,84,vaccine
2020-05-21,CNN,2680,vaccine
2020-05-22,KPIX,30,vaccine
2020-05-22,FOXNEWS,637,vaccine
2020-05-22,CNN,2054,vaccine
2020-05-22,KGO,2,vaccine
2020-05-22,KNTV,103,vaccine
2020-05-22,MSNBC,1062,vaccine
2020-05-22,BBCNEWS,162,vaccine
2020-05-23,MSNBC,678,vaccine
2020-05-23,CNN,1795,vaccine
2020-05-23,FOXNEWS,889,vaccine
2020-05-23,KPIX,72,vaccine
2020-05-23,BBCNEWS,189,vaccine
2020-05-24,BBCNEWS,22,vaccine
2020-05-24,MSNBC,109,vaccine
2020-05-24,CNN,562,vaccine
2020-05-24,FOXNEWS,309,vaccine
2020-05-25,FOXNEWS,380,vaccine
2020-05-25,BBCNEWS,2,vaccine
2020-05-25,KGO,2,vaccine
2020-05-25,MSNBC,554,vaccine
2020-05-25,CNN,1289,vaccine
2020-05-26,BBCNEWS,62,vaccine
2020-05-26,CNN,4348,vaccine
2020-05-26,MSNBC,169,vaccine
2020-05-26,FOXNEWS,2462,vaccine
2020-05-27,BBCNEWS,8,vaccine
2020-05-27,CNN,1059,vaccine
2020-05-27,KPIX,34,vaccine
2020-05-27,MSNBC,945,vaccine
2020-05-27,FOXNEWS,80,vaccine
2020-05-28,FOXNEWS,375,vaccine
2020-05-28,KNTV,6,vaccine
2020-05-28,MSNBC,491,vaccine
2020-05-28,CNN,256,vaccine
2020-05-28,BBCNEWS,7,vaccine
2020-05-29,KNTV,2,vaccine
2020-05-29,FOXNEWS,385,vaccine
2020-05-29,BBCNEWS,3,vaccine
2020-05-29,MSNBC,207,vaccine
2020-05-29,CNN,86,vaccine
2020-05-30,CNN,217,vaccine
2020-05-30,FOXNEWS,1,vaccine
2020-05-30,BBCNEWS,47,vaccine
2020-05-31,KGO,2,vaccine
2020-05-31,BBCNEWS,7,vaccine
2020-05-31,CNN,33,vaccine
2020-05-31,MSNBC,237,vaccine
2020-06-01,MSNBC,3,vaccine
2020-06-01,BBCNEWS,9,vaccine
2020-06-01,CNN,23,vaccine
2020-06-02,MSNBC,80,vaccine
2020-06-02,FOXNEWS,69,vaccine
2020-06-02,CNN,97,vaccine
2020-06-03,BBCNEWS,468,vaccine
2020-06-03,CNN,306,vaccine
2020-06-04,MSNBC,15,vaccine
2020-06-04,CNN,24,vaccine
2020-06-04,BBCNEWS,1563,vaccine
