f0_,station,f1_,f2_
2020-04-29,CNN,1870,covid
2020-04-29,KPIX,111,covid
2020-04-30,MSNBC,7227,covid
2020-04-30,FOXNEWS,6886,covid
2020-04-30,KNTV,27,covid
2020-04-30,CNN,3878,covid
2020-04-30,KGO,68,covid
2020-04-30,KPIX,124,covid
2020-04-30,BBCNEWS,13592,covid
2020-05-01,BBCNEWS,2478,covid
2020-05-01,KPIX,127,covid
2020-05-01,CNN,4899,covid
2020-05-01,KNTV,59,covid
2020-05-01,MSNBC,6346,covid
2020-05-01,FOXNEWS,5426,covid
2020-05-02,CNN,10729,covid
2020-05-02,KNTV,170,covid
2020-05-02,KPIX,82,covid
2020-05-02,MSNBC,10071,covid
2020-05-02,BBCNEWS,2777,covid
2020-05-02,FOXNEWS,7978,covid
2020-05-02,KGO,64,covid
2020-05-03,BBCNEWS,3239,covid
2020-05-03,KGO,85,covid
2020-05-03,KPIX,338,covid
2020-05-03,KNTV,25,covid
2020-05-03,FOXNEWS,5050,covid
2020-05-03,MSNBC,7870,covid
2020-05-03,CNN,5317,covid
2020-05-04,KNTV,15,covid
2020-05-04,CNN,2843,covid
2020-05-04,KPIX,121,covid
2020-05-04,KGO,78,covid
2020-05-04,MSNBC,5979,covid
2020-05-04,BBCNEWS,6797,covid
2020-05-04,FOXNEWS,6846,covid
2020-05-05,CNN,2662,covid
2020-05-05,KNTV,150,covid
2020-05-05,BBCNEWS,12594,covid
2020-05-05,MSNBC,6025,covid
2020-05-05,KGO,72,covid
2020-05-05,FOXNEWS,8453,covid
2020-05-05,KPIX,135,covid
2020-05-06,KGO,43,covid
2020-05-06,BBCNEWS,13656,covid
2020-05-06,CNN,4316,covid
2020-05-06,KPIX,178,covid
2020-05-06,MSNBC,8549,covid
2020-05-06,FOXNEWS,5851,covid
2020-05-06,KNTV,154,covid
2020-05-07,CNN,4076,covid
2020-05-07,FOXNEWS,5424,covid
2020-05-07,KNTV,142,covid
2020-05-07,BBCNEWS,15862,covid
2020-05-07,MSNBC,10018,covid
2020-05-07,KGO,28,covid
2020-05-07,KPIX,94,covid
2020-05-08,CNN,5126,covid
2020-05-08,KNTV,33,covid
2020-05-08,BBCNEWS,4420,covid
2020-05-08,FOXNEWS,3737,covid
2020-05-08,KGO,217,covid
2020-05-08,MSNBC,9615,covid
2020-05-08,KPIX,163,covid
2020-05-09,KNTV,239,covid
2020-05-09,BBCNEWS,961,covid
2020-05-09,MSNBC,14843,covid
2020-05-09,FOXNEWS,7129,covid
2020-05-09,KPIX,159,covid
2020-05-09,CNN,8168,covid
2020-05-10,BBCNEWS,3602,covid
2020-05-10,KNTV,112,covid
2020-05-10,MSNBC,6809,covid
2020-05-10,FOXNEWS,4926,covid
2020-05-10,CNN,13283,covid
2020-05-10,KPIX,414,covid
2020-05-10,KGO,152,covid
2020-05-11,KPIX,219,covid
2020-05-11,FOXNEWS,7725,covid
2020-05-11,BBCNEWS,4903,covid
2020-05-11,MSNBC,4422,covid
2020-05-11,KGO,74,covid
2020-05-11,CNN,5843,covid
2020-05-11,KNTV,25,covid
2020-05-12,MSNBC,7838,covid
2020-05-12,KPIX,198,covid
2020-05-12,KGO,34,covid
2020-05-12,CNN,2580,covid
2020-05-12,KNTV,269,covid
2020-05-12,BBCNEWS,9217,covid
2020-05-12,FOXNEWS,5125,covid
2020-05-13,FOXNEWS,4940,covid
2020-05-13,BBCNEWS,5954,covid
2020-05-13,KNTV,105,covid
2020-05-13,MSNBC,7622,covid
2020-05-13,CNN,2515,covid
2020-05-13,KPIX,112,covid
2020-05-13,KGO,26,covid
2020-05-14,KGO,27,covid
2020-05-14,MSNBC,8345,covid
2020-05-14,CNN,3565,covid
2020-05-14,KPIX,116,covid
2020-05-14,BBCNEWS,8144,covid
2020-05-14,KNTV,298,covid
2020-05-14,FOXNEWS,3239,covid
2020-05-15,KGO,57,covid
2020-05-15,KNTV,211,covid
2020-05-15,FOXNEWS,4833,covid
2020-05-15,MSNBC,5923,covid
2020-05-15,KPIX,121,covid
2020-05-15,BBCNEWS,10007,covid
2020-05-15,CNN,37511,covid
2020-05-16,FOXNEWS,6106,covid
2020-05-16,BBCNEWS,2273,covid
2020-05-16,KPIX,175,covid
2020-05-16,KNTV,234,covid
2020-05-16,CNN,9984,covid
2020-05-16,MSNBC,8619,covid
2020-05-17,BBCNEWS,795,covid
2020-05-17,FOXNEWS,4116,covid
2020-05-17,KNTV,26,covid
2020-05-17,KGO,27,covid
2020-05-17,CNN,6201,covid
2020-05-17,MSNBC,5218,covid
2020-05-17,KPIX,404,covid
2020-05-18,KGO,211,covid
2020-05-18,FOXNEWS,6271,covid
2020-05-18,KPIX,389,covid
2020-05-18,MSNBC,4678,covid
2020-05-18,KNTV,129,covid
2020-05-18,BBCNEWS,1501,covid
2020-05-18,CNN,2947,covid
2020-05-19,BBCNEWS,11614,covid
2020-05-19,KGO,43,covid
2020-05-19,MSNBC,7836,covid
2020-05-19,KPIX,170,covid
2020-05-19,CNN,3268,covid
2020-05-19,FOXNEWS,5050,covid
2020-05-19,KNTV,221,covid
2020-05-20,KNTV,479,covid
2020-05-20,KGO,15,covid
2020-05-20,FOXNEWS,6262,covid
2020-05-20,MSNBC,8023,covid
2020-05-20,CNN,4739,covid
2020-05-20,BBCNEWS,3587,covid
2020-05-20,KPIX,58,covid
2020-05-21,MSNBC,4543,covid
2020-05-21,CNN,2977,covid
2020-05-21,KNTV,187,covid
2020-05-21,BBCNEWS,3770,covid
2020-05-21,KPIX,235,covid
2020-05-21,FOXNEWS,4999,covid
2020-05-21,KGO,134,covid
2020-05-22,KPIX,240,covid
2020-05-22,FOXNEWS,4594,covid
2020-05-22,CNN,5330,covid
2020-05-22,KGO,36,covid
2020-05-22,KNTV,216,covid
2020-05-22,MSNBC,3288,covid
2020-05-22,BBCNEWS,2856,covid
2020-05-23,MSNBC,4522,covid
2020-05-23,FOXNEWS,4747,covid
2020-05-23,KPIX,150,covid
2020-05-23,CNN,8129,covid
2020-05-23,KNTV,248,covid
2020-05-23,BBCNEWS,5277,covid
2020-05-24,KGO,110,covid
2020-05-24,KPIX,255,covid
2020-05-24,BBCNEWS,9821,covid
2020-05-24,MSNBC,3897,covid
2020-05-24,FOXNEWS,3661,covid
2020-05-24,CNN,5614,covid
2020-05-24,KNTV,19,covid
2020-05-25,FOXNEWS,3305,covid
2020-05-25,BBCNEWS,2701,covid
2020-05-25,KGO,124,covid
2020-05-25,KNTV,45,covid
2020-05-25,MSNBC,2503,covid
2020-05-25,CNN,5364,covid
2020-05-25,KPIX,562,covid
2020-05-26,KPIX,91,covid
2020-05-26,CNN,3503,covid
2020-05-26,BBCNEWS,7611,covid
2020-05-26,FOXNEWS,7124,covid
2020-05-26,MSNBC,4346,covid
2020-05-26,KGO,25,covid
2020-05-26,KNTV,112,covid
2020-05-27,BBCNEWS,1693,covid
2020-05-27,KGO,16,covid
2020-05-27,CNN,2105,covid
2020-05-27,KPIX,54,covid
2020-05-27,MSNBC,6768,covid
2020-05-27,FOXNEWS,3281,covid
2020-05-27,KNTV,251,covid
2020-05-28,FOXNEWS,2121,covid
