f0_,station,f1_,f2_
2020-05-01,KPIX,1,lockdown
2020-05-01,BBCNEWS,6745,lockdown
2020-05-01,FOXNEWS,1746,lockdown
2020-05-01,MSNBC,513,lockdown
2020-05-02,CNN,79,lockdown
2020-05-02,BBCNEWS,5034,lockdown
2020-05-02,FOXNEWS,3736,lockdown
2020-05-02,MSNBC,802,lockdown
2020-05-03,MSNBC,561,lockdown
2020-05-03,FOXNEWS,689,lockdown
2020-05-03,BBCNEWS,5494,lockdown
2020-05-03,KPIX,1,lockdown
2020-05-03,CNN,66,lockdown
2020-05-03,KNTV,16,lockdown
2020-05-04,CNN,1016,lockdown
2020-05-04,KPIX,218,lockdown
2020-05-04,FOXNEWS,1445,lockdown
2020-05-04,KGO,205,lockdown
2020-05-04,MSNBC,1032,lockdown
2020-05-04,BBCNEWS,8801,lockdown
2020-05-05,KNTV,82,lockdown
2020-05-05,MSNBC,767,lockdown
2020-05-05,CNN,451,lockdown
2020-05-05,FOXNEWS,1615,lockdown
2020-05-05,BBCNEWS,4463,lockdown
2020-05-06,MSNBC,546,lockdown
2020-05-06,CNN,341,lockdown
2020-05-06,FOXNEWS,2104,lockdown
2020-05-06,BBCNEWS,8585,lockdown
2020-05-07,FOXNEWS,2429,lockdown
2020-05-07,CNN,605,lockdown
2020-05-07,KPIX,16,lockdown
2020-05-07,MSNBC,162,lockdown
2020-05-07,BBCNEWS,10745,lockdown
2020-05-08,MSNBC,120,lockdown
2020-05-08,CNN,74,lockdown
2020-05-08,FOXNEWS,1301,lockdown
2020-05-08,BBCNEWS,6539,lockdown
2020-05-08,KPIX,10,lockdown
2020-05-09,CNN,1072,lockdown
2020-05-09,BBCNEWS,1310,lockdown
2020-05-09,MSNBC,525,lockdown
2020-05-09,FOXNEWS,1142,lockdown
2020-05-10,BBCNEWS,6373,lockdown
2020-05-10,MSNBC,172,lockdown
2020-05-10,FOXNEWS,551,lockdown
2020-05-10,CNN,1340,lockdown
2020-05-10,KGO,6,lockdown
2020-05-11,KPIX,39,lockdown
2020-05-11,MSNBC,277,lockdown
2020-05-11,KNTV,1,lockdown
2020-05-11,BBCNEWS,18767,lockdown
2020-05-11,KGO,117,lockdown
2020-05-11,FOXNEWS,1069,lockdown
2020-05-11,CNN,568,lockdown
2020-05-12,MSNBC,44,lockdown
2020-05-12,KNTV,102,lockdown
2020-05-12,FOXNEWS,1773,lockdown
2020-05-12,BBCNEWS,4715,lockdown
2020-05-12,CNN,292,lockdown
2020-05-13,FOXNEWS,1296,lockdown
2020-05-13,BBCNEWS,11180,lockdown
2020-05-13,MSNBC,248,lockdown
2020-05-13,CNN,744,lockdown
2020-05-14,MSNBC,325,lockdown
2020-05-14,FOXNEWS,1399,lockdown
2020-05-14,BBCNEWS,2446,lockdown
2020-05-14,CNN,27,lockdown
2020-05-15,KPIX,22,lockdown
2020-05-15,MSNBC,529,lockdown
2020-05-15,BBCNEWS,6391,lockdown
2020-05-15,CNN,463,lockdown
2020-05-15,FOXNEWS,3311,lockdown
2020-05-16,FOXNEWS,1951,lockdown
2020-05-16,BBCNEWS,1348,lockdown
2020-05-16,CNN,1217,lockdown
2020-05-16,KPIX,32,lockdown
2020-05-16,MSNBC,260,lockdown
2020-05-17,BBCNEWS,5159,lockdown
2020-05-17,FOXNEWS,1083,lockdown
2020-05-17,MSNBC,310,lockdown
2020-05-17,CNN,907,lockdown
2020-05-17,KPIX,2,lockdown
2020-05-18,FOXNEWS,3693,lockdown
2020-05-18,KPIX,22,lockdown
2020-05-18,BBCNEWS,4114,lockdown
2020-05-18,MSNBC,56,lockdown
2020-05-18,CNN,872,lockdown
2020-05-19,BBCNEWS,1506,lockdown
2020-05-19,KNTV,62,lockdown
2020-05-19,CNN,53,lockdown
2020-05-19,MSNBC,224,lockdown
2020-05-19,FOXNEWS,2482,lockdown
2020-05-20,KNTV,9,lockdown
2020-05-20,BBCNEWS,669,lockdown
2020-05-20,CNN,298,lockdown
2020-05-20,FOXNEWS,911,lockdown
2020-05-20,MSNBC,677,lockdown
2020-05-21,MSNBC,1130,lockdown
2020-05-21,BBCNEWS,4215,lockdown
2020-05-21,CNN,1856,lockdown
2020-05-21,FOXNEWS,2659,lockdown
2020-05-22,FOXNEWS,1464,lockdown
2020-05-22,MSNBC,1758,lockdown
2020-05-22,CNN,38,lockdown
2020-05-22,BBCNEWS,1379,lockdown
2020-05-23,CNN,248,lockdown
2020-05-23,MSNBC,188,lockdown
2020-05-23,FOXNEWS,1654,lockdown
2020-05-23,BBCNEWS,7447,lockdown
2020-05-24,KNTV,3,lockdown
2020-05-24,BBCNEWS,14249,lockdown
2020-05-24,FOXNEWS,455,lockdown
2020-05-24,MSNBC,493,lockdown
2020-05-24,KPIX,10,lockdown
2020-05-24,CNN,1267,lockdown
2020-05-25,FOXNEWS,676,lockdown
2020-05-25,BBCNEWS,17021,lockdown
2020-05-25,KPIX,45,lockdown
2020-05-25,MSNBC,316,lockdown
2020-05-25,CNN,1658,lockdown
2020-05-26,CNN,501,lockdown
2020-05-26,FOXNEWS,5627,lockdown
2020-05-26,MSNBC,305,lockdown
2020-05-26,BBCNEWS,7150,lockdown
2020-05-27,BBCNEWS,5489,lockdown
2020-05-27,FOXNEWS,1708,lockdown
2020-05-27,CNN,128,lockdown
2020-05-27,MSNBC,161,lockdown
2020-05-28,FOXNEWS,1285,lockdown
2020-05-28,CNN,12,lockdown
2020-05-28,BBCNEWS,9719,lockdown
2020-05-28,MSNBC,231,lockdown
2020-05-29,KNTV,24,lockdown
2020-05-29,FOXNEWS,473,lockdown
2020-05-29,BBCNEWS,14198,lockdown
2020-05-29,CNN,223,lockdown
2020-05-30,FOXNEWS,240,lockdown
2020-05-30,CNN,433,lockdown
2020-05-30,BBCNEWS,9427,lockdown
2020-05-30,MSNBC,20,lockdown
2020-05-30,KNTV,13,lockdown
2020-05-31,BBCNEWS,4256,lockdown
2020-05-31,CNN,288,lockdown
2020-06-01,CNN,49,lockdown
2020-06-01,BBCNEWS,5711,lockdown
2020-06-01,FOXNEWS,15,lockdown
2020-06-02,BBCNEWS,2157,lockdown
2020-06-02,FOXNEWS,33,lockdown
2020-06-02,CNN,145,lockdown
2020-06-03,FOXNEWS,51,lockdown
2020-06-03,BBCNEWS,1507,lockdown
2020-06-03,CNN,69,lockdown
2020-06-04,CNN,29,lockdown
2020-06-04,MSNBC,85,lockdown
2020-06-04,BBCNEWS,3052,lockdown
2020-06-04,FOXNEWS,104,lockdown
2020-06-05,BBCNEWS,2185,lockdown
2020-06-05,FOXNEWS,196,lockdown
2020-06-06,BBCNEWS,303,lockdown
2020-06-06,FOXNEWS,264,lockdown
2020-06-07,BBCNEWS,4276,lockdown
2020-06-07,FOXNEWS,294,lockdown
2020-06-07,MSNBC,10,lockdown
2020-06-08,BBCNEWS,4018,lockdown
2020-06-08,MSNBC,363,lockdown
2020-06-08,FOXNEWS,569,lockdown
2020-06-09,FOXNEWS,391,lockdown
2020-06-09,KNTV,21,lockdown
2020-06-09,CNN,82,lockdown
2020-06-09,BBCNEWS,1842,lockdown
2020-06-10,MSNBC,7,lockdown
2020-06-10,BBCNEWS,5725,lockdown
2020-06-10,FOXNEWS,75,lockdown
2020-06-10,CNN,130,lockdown
2020-06-11,FOXNEWS,1443,lockdown
2020-06-11,KGO,2,lockdown
2020-06-11,MSNBC,10,lockdown
2020-06-11,CNN,30,lockdown
2020-06-11,BBCNEWS,1948,lockdown
2020-06-12,FOXNEWS,191,lockdown
2020-06-12,MSNBC,618,lockdown
2020-06-12,BBCNEWS,4565,lockdown
2020-06-13,BBCNEWS,1242,lockdown
2020-06-13,FOXNEWS,131,lockdown
2020-06-13,KPIX,118,lockdown
2020-06-13,MSNBC,81,lockdown
2020-06-14,MSNBC,52,lockdown
2020-06-14,BBCNEWS,2054,lockdown
2020-06-14,KGO,47,lockdown
2020-06-15,BBCNEWS,6676,lockdown
2020-06-15,CNN,448,lockdown
2020-06-15,FOXNEWS,672,lockdown
2020-06-16,CNN,259,lockdown
2020-06-16,MSNBC,60,lockdown
2020-06-16,KGO,86,lockdown
2020-06-16,FOXNEWS,58,lockdown
2020-06-16,BBCNEWS,767,lockdown
2020-06-17,CNN,18,lockdown
2020-06-17,MSNBC,277,lockdown
2020-06-17,BBCNEWS,976,lockdown
2020-06-17,FOXNEWS,313,lockdown
2020-06-17,KPIX,12,lockdown
2020-06-18,FOXNEWS,77,lockdown
2020-06-18,BBCNEWS,4286,lockdown
2020-06-18,CNN,167,lockdown
2020-06-19,BBCNEWS,1979,lockdown
2020-06-19,FOXNEWS,319,lockdown
2020-06-19,CNN,348,lockdown
2020-06-19,MSNBC,102,lockdown
2020-06-20,CNN,202,lockdown
2020-06-20,FOXNEWS,445,lockdown
2020-06-20,BBCNEWS,774,lockdown
2020-06-20,MSNBC,15,lockdown
2020-06-21,MSNBC,47,lockdown
2020-06-21,BBCNEWS,3923,lockdown
2020-06-21,CNN,30,lockdown
2020-06-21,FOXNEWS,534,lockdown
2020-06-22,FOXNEWS,29,lockdown
2020-06-22,MSNBC,59,lockdown
2020-06-22,CNN,47,lockdown
2020-06-22,KPIX,17,lockdown
2020-06-22,BBCNEWS,1655,lockdown
2020-06-23,CNN,319,lockdown
2020-06-23,MSNBC,68,lockdown
2020-06-23,BBCNEWS,18682,lockdown
2020-06-23,FOXNEWS,71,lockdown
2020-06-24,CNN,24,lockdown
2020-06-24,FOXNEWS,144,lockdown
2020-06-24,KGO,1,lockdown
2020-06-24,BBCNEWS,9659,lockdown
2020-06-25,BBCNEWS,728,lockdown
2020-06-25,MSNBC,110,lockdown
2020-06-25,CNN,86,lockdown
2020-06-25,FOXNEWS,137,lockdown
2020-06-26,MSNBC,31,lockdown
2020-06-26,CNN,189,lockdown
2020-06-26,BBCNEWS,1242,lockdown
2020-06-26,FOXNEWS,286,lockdown
2020-06-27,FOXNEWS,627,lockdown
2020-06-27,BBCNEWS,3442,lockdown
2020-06-27,KNTV,6,lockdown
2020-06-27,MSNBC,1,lockdown
2020-06-28,FOXNEWS,154,lockdown
2020-06-28,BBCNEWS,7792,lockdown
2020-06-28,CNN,43,lockdown
2020-06-29,BBCNEWS,10880,lockdown
2020-06-29,FOXNEWS,12,lockdown
2020-06-29,CNN,300,lockdown
2020-06-29,KNTV,2,lockdown
2020-06-30,BBCNEWS,11463,lockdown
2020-06-30,CNN,31,lockdown
2020-07-01,FOXNEWS,27,lockdown
2020-07-01,MSNBC,36,lockdown
2020-07-01,CNN,76,lockdown
2020-07-01,BBCNEWS,7283,lockdown
2020-07-02,FOXNEWS,481,lockdown
2020-07-02,MSNBC,106,lockdown
2020-07-02,BBCNEWS,1370,lockdown
2020-07-02,CNN,298,lockdown
2020-07-03,FOXNEWS,135,lockdown
2020-07-03,CNN,181,lockdown
2020-07-03,MSNBC,564,lockdown
2020-07-03,BBCNEWS,4966,lockdown
2020-07-04,FOXNEWS,1781,lockdown
2020-07-04,BBCNEWS,7736,lockdown
2020-07-04,MSNBC,24,lockdown
2020-07-04,CNN,138,lockdown
2020-07-05,BBCNEWS,3407,lockdown
