f0_,station,f1_,f2_
2020-07-27,BBCNEWS,2,Facemask
2020-07-28,MSNBC,153,Facemask
2020-07-28,CNN,45,Facemask
2020-07-28,KPIX,1,Facemask
2020-07-28,FOXNEWS,40,Facemask
2020-07-28,BBCNEWS,32,Facemask
2020-07-29,FOXNEWS,29,Facemask
2020-07-29,MSNBC,244,Facemask
2020-07-29,CNN,24,Facemask
2020-07-29,BBCNEWS,88,Facemask
2020-07-30,FOXNEWS,30,Facemask
2020-07-30,CNN,58,Facemask
2020-07-30,MSNBC,362,Facemask
2020-07-30,BBCNEWS,3,Facemask
2020-07-31,KNTV,2,Facemask
2020-07-31,MSNBC,173,Facemask
2020-07-31,CNN,37,Facemask
2020-07-31,FOXNEWS,14,Facemask
2020-07-31,BBCNEWS,7,Facemask
2020-08-01,BBCNEWS,6,Facemask
2020-08-01,MSNBC,82,Facemask
2020-08-01,CNN,66,Facemask
2020-08-01,FOXNEWS,24,Facemask
2020-08-02,MSNBC,20,Facemask
2020-08-02,KGO,3,Facemask
2020-08-02,FOXNEWS,10,Facemask
2020-08-02,CNN,69,Facemask
2020-08-03,CNN,32,Facemask
2020-08-03,BBCNEWS,1,Facemask
2020-08-03,MSNBC,97,Facemask
2020-08-03,FOXNEWS,25,Facemask
2020-08-04,BBCNEWS,3,Facemask
2020-08-04,CNN,118,Facemask
2020-08-04,MSNBC,177,Facemask
2020-08-04,FOXNEWS,18,Facemask
2020-08-05,BBCNEWS,16,Facemask
2020-08-05,MSNBC,153,Facemask
2020-08-05,CNN,55,Facemask
2020-08-05,FOXNEWS,2,Facemask
2020-08-06,CNN,39,Facemask
2020-08-06,BBCNEWS,1442,Facemask
2020-08-06,FOXNEWS,18,Facemask
2020-08-06,MSNBC,95,Facemask
2020-08-07,MSNBC,79,Facemask
2020-08-07,KNTV,2,Facemask
2020-08-07,CNN,57,Facemask
2020-08-07,KGO,6,Facemask
2020-08-07,FOXNEWS,13,Facemask
2020-08-08,BBCNEWS,10,Facemask
2020-08-08,KPIX,2,Facemask
2020-08-08,FOXNEWS,13,Facemask
2020-08-08,CNN,28,Facemask
2020-08-08,MSNBC,41,Facemask
2020-08-09,FOXNEWS,4,Facemask
2020-08-09,CNN,544,Facemask
2020-08-09,BBCNEWS,26,Facemask
2020-08-09,MSNBC,31,Facemask
2020-08-10,BBCNEWS,173,Facemask
2020-08-10,CNN,354,Facemask
2020-08-10,MSNBC,289,Facemask
2020-08-11,MSNBC,244,Facemask
2020-08-11,FOXNEWS,31,Facemask
2020-08-11,CNN,5,Facemask
